Confirmed Category,Obesity,Meat,Fruits - Excluding Wine,"Fish, Seafood",Animal Products,Vegetal Products
Sangat Tidak Banyak,11.121875000000003,9.69760303030303,0.6816121212121211,0.9920878787878789,16.699330303030305,33.3009393939394
Tidak Banyak,14.0030303030303,8.08529393939394,0.5980575757575756,0.9615333333333336,16.504836363636358,33.4956090909091
Sedang,18.35,8.545053124999999,0.5201874999999999,0.7855500000000001,19.11415,30.886446875000008
Cukup Banyak,24.754545454545454,9.864881818181821,0.5345969696969696,0.8628060606060606,24.568615151515154,25.4309909090909
Sangat Banyak,25.03636363636364,10.666636363636364,0.4134969696969697,0.5387757575757578,26.42154848484849,23.57859696969697
